"POSTCODE","Employee_earners","Employee_median_age","Total_income_m","Median_income","Mean_income","Main_income_pct"
2144,239385,35,13780.18,49563,57449.2,80.74
2145,239385,35,13780.18,49563,57449.2,80.74
2146,110983.92077856,17.8778978,6481.805437902,25736.59889972,29199.69311416,41.632178652
2147,193295.4,37,11619.36,54617.8,59963.6,87.42
2148,193288.01611572,36.9985866,11618.916140448,54615.71360004,59961.30939048,87.416660556
2150,239385,35,13780.18,49563,57449.2,80.74
2151,239385,35,13780.18,49563,57449.2,80.74
2152,239385,35,13780.18,49563,57449.2,80.74
2153,52635.0205319267,13.199533,3627.260063104,19150.33935704,23621.38845828,25.7029621826667
2154,133309.6,41,10018.38,59819,75025.6,75.82
2155,72662.16492041,20.0994142,5169.522463521,29388.61828426,36004.3941701,39.07169882
2156,133309.6,41,10018.38,59819,75025.6,75.82
2157,133309.6,41,10018.38,59819,75025.6,75.82
2158,133309.6,41,10018.38,59819,75025.6,75.82
2159,133309.6,41,10018.38,59819,75025.6,75.82
2160,239385,35,13780.18,49563,57449.2,80.74
2161,239385,35,13780.18,49563,57449.2,80.74
2162,239385,35,13780.18,49563,57449.2,80.74
2163,130485.83383833,17.71671838,7491.385981229,24556.1128848,28665.79707956,40.048534403
2164,100392.5377797,18.4271785,5585.095533035,24913.159347,27743.2742756,41.584603835
2165,101540.71232874,18.3720197,5662.730992447,24905.3267974,27801.65434952,41.512345807
2166,197753.4,37,10965.2,49847,55332.4,83.36
2167,147642.8,38,8887.54,54137.8,60107.4,85.94
2168,197753.4,37,10965.2,49847,55332.4,83.36
2170,197741.19861522,36.9977171,10964.52344716,49843.9244401,55328.98599092,83.354856688
2171,197753.4,37,10965.2,49847,55332.4,83.36
2172,197753.34067398,36.9999889,10965.19671044,49846.9850459,55332.38340028,83.359974992
2173,98873.62822022,18.5000613,5482.472639442,24923.76302604,27666.4927075,41.680158154
2174,197753.4,37,10965.2,49847,55332.4,83.36
2175,197753.4,37,10965.2,49847,55332.4,83.36
2176,197753.4,37,10965.2,49847,55332.4,83.36
2177,197753.4,37,10965.2,49847,55332.4,83.36
2178,197753.4,37,10965.2,49847,55332.4,83.36
2179,197753.4,37,10965.2,49847,55332.4,83.36
2190,299149.2,36.2,17109.64,48315,57123.6,78.96
2191,299149.2,36.2,17109.64,48315,57123.6,78.96
2192,299149.2,36.2,17109.64,48315,57123.6,78.96
2193,106778.01698565,18.17105467,7291.652709542,27540.91022139,35190.63227364,39.259730523
2194,299149.2,36.2,17109.64,48315,57123.6,78.96
2195,299149.2,36.2,17109.64,48315,57123.6,78.96
2196,299149.2,36.2,17109.64,48315,57123.6,78.96
2197,149122.68702528,18.09092608,8529.643955264,24166.9368768,28564.26205696,39.493459648
2198,299149.2,36.2,17109.64,48315,57123.6,78.96
2199,299149.2,36.2,17109.64,48315,57123.6,78.96
2200,299149.2,36.2,17109.64,48315,57123.6,78.96
2203,89514.4022041,18.18697265,6785.764465755,28903.85936485,37872.985036,39.186563345
2204,77852.6754285733,10.73536816,5450.41356731867,17632.0956427733,23325.1705581333,27.8907921546667
2205,299149.2,36.2,17109.64,48315,57123.6,78.96
2206,149544.2558741,18.10005038,8553.924374588,24159.89894446,28566.50005096,39.479843822
2207,299149.2,36.2,17109.64,48315,57123.6,78.96
2208,299149.2,36.2,17109.64,48315,57123.6,78.96
2209,299149.2,36.2,17109.64,48315,57123.6,78.96
2210,299149.2,36.2,17109.64,48315,57123.6,78.96
2211,299149.2,36.2,17109.64,48315,57123.6,78.96
2212,299149.2,36.2,17109.64,48315,57123.6,78.96
2213,299149.2,36.2,17109.64,48315,57123.6,78.96
2214,299149.2,36.2,17109.64,48315,57123.6,78.96
2216,299149.2,36.2,17109.64,48315,57123.6,78.96
2217,299149.2,36.2,17109.64,48315,57123.6,78.96
2218,299149.2,36.2,17109.64,48315,57123.6,78.96
2219,299149.2,36.2,17109.64,48315,57123.6,78.96
2220,299149.2,36.2,17109.64,48315,57123.6,78.96
2221,299149.2,36.2,17109.64,48315,57123.6,78.96
2222,299149.2,36.2,17109.64,48315,57123.6,78.96
2223,299149.2,36.2,17109.64,48315,57123.6,78.96
2224,125511.4,41,9240.54,60235.6,73585.2,76.96
2225,125511.4,41,9240.54,60235.6,73585.2,76.96
2226,125511.4,41,9240.54,60235.6,73585.2,76.96
2227,125511.4,41,9240.54,60235.6,73585.2,76.96
2228,125511.4,41,9240.54,60235.6,73585.2,76.96
2229,125511.4,41,9240.54,60235.6,73585.2,76.96
2230,125511.4,41,9240.54,60235.6,73585.2,76.96
2231,125511.4,41,9240.54,60235.6,73585.2,76.96
2232,125511.4,41,9240.54,60235.6,73585.2,76.96
2233,125511.4,41,9240.54,60235.6,73585.2,76.96
2234,125511.4,41,9240.54,60235.6,73585.2,76.96
2250,82082.49281792,20.49761378,4723.837788656,24496.83819338,28747.40399888,38.762171434
2251,164247.6,41,9451.2,48990.4,57487.4,77.52
2256,164247.6,41,9451.2,48990.4,57487.4,77.52
2257,164247.6,41,9451.2,48990.4,57487.4,77.52
2258,164247.6,41,9451.2,48990.4,57487.4,77.52
2259,82907.60381695,20.4395889,4791.098318731,24591.0120046,28850.45849592,38.80832888
2260,164247.6,41,9451.2,48990.4,57487.4,77.52
2261,164247.6,41,9451.2,48990.4,57487.4,77.52
2262,164247.6,41,9451.2,48990.4,57487.4,77.52
2263,164247.6,41,9451.2,48990.4,57487.4,77.52
2264,190196.6,39,11619.62,52162.4,61021.8,79.12
2265,190196.6,39,11619.62,52162.4,61021.8,79.12
2267,190196.6,39,11619.62,52162.4,61021.8,79.12
2278,190196.6,39,11619.62,52162.4,61021.8,79.12
2280,190196.6,39,11619.62,52162.4,61021.8,79.12
2281,190196.6,39,11619.62,52162.4,61021.8,79.12
2282,190196.6,39,11619.62,52162.4,61021.8,79.12
2283,190196.6,39,11619.62,52162.4,61021.8,79.12
2284,190196.6,39,11619.62,52162.4,61021.8,79.12
2285,190196.6,39,11619.62,52162.4,61021.8,79.12
2286,190196.6,39,11619.62,52162.4,61021.8,79.12
2287,190196.6,39,11619.62,52162.4,61021.8,79.12
2289,190196.6,39,11619.62,52162.4,61021.8,79.12
2290,190196.6,39,11619.62,52162.4,61021.8,79.12
2291,190196.6,39,11619.62,52162.4,61021.8,79.12
2292,190196.6,39,11619.62,52162.4,61021.8,79.12
2293,190196.6,39,11619.62,52162.4,61021.8,79.12
2294,190196.6,39,11619.62,52162.4,61021.8,79.12
2295,190196.6,39,11619.62,52162.4,61021.8,79.12
2296,190196.6,39,11619.62,52162.4,61021.8,79.12
2297,190196.6,39,11619.62,52162.4,61021.8,79.12
2298,190196.6,39,11619.62,52162.4,61021.8,79.12
2299,190196.6,39,11619.62,52162.4,61021.8,79.12
2300,190196.6,39,11619.62,52162.4,61021.8,79.12
2302,190196.6,39,11619.62,52162.4,61021.8,79.12
2303,190196.6,39,11619.62,52162.4,61021.8,79.12
2304,190182.86780548,38.9971842,11618.781063436,52158.63387472,61017.39422604,79.114287536
2305,190196.6,39,11619.62,52162.4,61021.8,79.12
2306,190196.6,39,11619.62,52162.4,61021.8,79.12
2307,190196.6,39,11619.62,52162.4,61021.8,79.12
2308,190196.6,39,11619.62,52162.4,61021.8,79.12
2311,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2312,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2314,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2315,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2316,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2317,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2318,67443.94385736,19.79228712,4127.35662276,25457.75157304,30560.00423616,40.076373912
2319,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2320,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2321,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2322,80606.83748274,19.65316458,4928.16915009,25754.49995086,30536.63164944,39.830590758
2323,66844.50004946,19.79862282,4090.88727761,25444.23752494,30561.06863376,40.087566982
2324,66391.74826514,19.8278882,4055.468927968,25379.38261836,30472.51652089,40.01191304
2325,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2326,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2327,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2328,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2329,66471.90649374,19.80534092,4064.948548438,25424.0354761,30528.62024575,40.060357894
2330,133428.38665716,39.59999604,8165.919183408,50882.59491174,61122.59388774,80.179991982
2331,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2333,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2334,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2335,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2336,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2337,133428.38665716,39.59999604,8165.919183408,50882.59491174,61122.59388774,80.179991982
2338,65852.35239026,19.79643306,4014.92953685,25339.08220042,30382.35375408,39.986202046
2339,85104.2,39.4,4351.42,45151.2,51089,74.36
2340,85104.2,39.4,4351.42,45151.2,51089,74.36
2341,85104.2,39.4,4351.42,45151.2,51089,74.36
2342,85104.2,39.4,4351.42,45151.2,51089,74.36
2343,85104.2,39.4,4351.42,45151.2,51089,74.36
2344,85104.2,39.4,4351.42,45151.2,51089,74.36
2345,85104.2,39.4,4351.42,45151.2,51089,74.36
2346,85104.2,39.4,4351.42,45151.2,51089,74.36
2347,85104.2,39.4,4351.42,45151.2,51089,74.36
2350,85104.2,39.4,4351.42,45151.2,51089,74.36
2351,85104.2,39.4,4351.42,45151.2,51089,74.36
2352,85104.2,39.4,4351.42,45151.2,51089,74.36
2353,85104.2,39.4,4351.42,45151.2,51089,74.36
2354,85104.17446874,39.39998818,4351.418694574,45151.18645464,51088.9846733,74.359977692
2355,85104.2,39.4,4351.42,45151.2,51089,74.36
2356,85104.2,39.4,4351.42,45151.2,51089,74.36
2357,53440.8,39.2,2850.82,47351,53314.2,76.96
2358,85104.2,39.4,4351.42,45151.2,51089,74.36
2359,85104.2,39.4,4351.42,45151.2,51089,74.36
2360,85104.2,39.4,4351.42,45151.2,51089,74.36
2361,85104.2,39.4,4351.42,45151.2,51089,74.36
2365,85104.17446874,39.39998818,4351.418694574,45151.18645464,51088.9846733,74.359977692
2369,85104.2,39.4,4351.42,45151.2,51089,74.36
2370,42530.4011956,19.7019838,2174.436459914,22572.38247478,25541.88693864,37.177857496
2371,85104.2,39.4,4351.42,45151.2,51089,74.36
2372,42535.11666969,19.69972222,2174.787784289,22574.65263131,25543.63568753,37.178736101
2379,36163.43277612,19.65964636,1872.93663908,23019.44968636,25993.47459864,37.70459732
2380,85104.2,39.4,4351.42,45151.2,51089,74.36
2381,42140.45363562,19.69739986,2156.20114958,22604.19893986,25573.42915764,37.21380182
2382,85104.2,39.4,4351.42,45151.2,51089,74.36
2386,29676.32562481,19.61867093,1565.49798779,23470.13844093,26449.36723282,38.23727791
2387,28944.78867974,19.61405022,1530.82880066,23520.96163022,26500.77725228,38.29734714
2388,42149.3573837,19.6974561,2156.6231183,22603.5803561,25572.8034314,37.2130707
2390,85104.2,39.4,4351.42,45151.2,51089,74.36
2395,53440.8,39.2,2850.82,47351,53314.2,76.96
2396,53440.8,39.2,2850.82,47351,53314.2,76.96
2397,85104.2,39.4,4351.42,45151.2,51089,74.36
2398,85104.2,39.4,4351.42,45151.2,51089,74.36
2399,85104.2,39.4,4351.42,45151.2,51089,74.36
2400,85104.2,39.4,4351.42,45151.2,51089,74.36
2401,85104.2,39.4,4351.42,45151.2,51089,74.36
2402,85104.2,39.4,4351.42,45151.2,51089,74.36
2403,85104.2,39.4,4351.42,45151.2,51089,74.36
2404,85104.2,39.4,4351.42,45151.2,51089,74.36
2405,85104.2,39.4,4351.42,45151.2,51089,74.36
2406,40610.68243095,19.6682461,2070.288639695,22467.30332405,25445.69774015,37.035519755
2408,85104.2,39.4,4351.42,45151.2,51089,74.36
2409,85104.2,39.4,4351.42,45151.2,51089,74.36
2410,85104.2,39.4,4351.42,45151.2,51089,74.36
2411,85104.2,39.4,4351.42,45151.2,51089,74.36
2415,87179.19128208,43.59999564,4222.879577712,42001.79579982,48388.39516116,68.979993102
2420,66705.26465456,19.8007728,4082.198204672,25439.58422944,30558.83975256,40.08783616
2421,133428.4,39.6,8165.92,50882.6,61122.6,80.18
2422,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2423,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2424,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2425,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2426,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2427,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2428,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2429,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2430,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2431,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2439,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2440,87179.19128208,43.59999564,4222.879577712,42001.79579982,48388.39516116,68.979993102
2441,39082.52117835,21.38600587,1894.01781009,20983.13588824,24206.65745973,35.095936863
2443,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2444,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2445,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2446,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2447,87179.2,43.6,4222.88,42001.8,48388.4,68.98
2448,43540.25495225,21.79546745,2109.05958715,21000.7055124,24194.33638855,34.496634005
2449,43578.247226,21.7989572,2110.8923404,21000.8552544,24194.2313788,34.49152628
2450,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2452,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2453,32143.050742,20.651641,1564.78502723,21032.1334621,24290.9984748,36.15222772
2454,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2455,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2456,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2460,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2462,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2463,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2464,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2465,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2466,63228.2,41.4,3067.48,41907.4,48454.6,72.2
2469,31030.8748660667,13.70847286,1516.94921940333,14084.4899921533,16296.4569263733,23.6179024906667
2470,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2471,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2472,113754.13174748,41.59997504,5504.19669748,41388.17516708,48334.57099924,68.759958744
2473,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2474,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2475,43659.792085,19.78505838,2220.279817862,22430.1115073,25438.00690824,36.96348776
2476,52012.034905,20.42641734,2556.346082366,21333.0961589,24635.02549032,35.33093768
2477,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2478,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2479,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2480,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2481,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2482,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2483,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2484,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2485,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2486,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2487,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2488,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2489,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2490,113754.2,41.6,5504.2,41388.2,48334.6,68.76
2500,149589.4,39.2,9234.92,52112,61665.4,79.16
2502,149589.4,39.2,9234.92,52112,61665.4,79.16
2505,149589.4,39.2,9234.92,52112,61665.4,79.16
2506,149589.4,39.2,9234.92,52112,61665.4,79.16
2508,149589.4,39.2,9234.92,52112,61665.4,79.16
2515,149589.4,39.2,9234.92,52112,61665.4,79.16
2516,149589.4,39.2,9234.92,52112,61665.4,79.16
2517,149589.4,39.2,9234.92,52112,61665.4,79.16
2518,149589.4,39.2,9234.92,52112,61665.4,79.16
2519,149589.4,39.2,9234.92,52112,61665.4,79.16
2522,149589.4,39.2,9234.92,52112,61665.4,79.16
2525,149589.4,39.2,9234.92,52112,61665.4,79.16
2526,149589.4,39.2,9234.92,52112,61665.4,79.16
2527,149589.4,39.2,9234.92,52112,61665.4,79.16
2528,149589.4,39.2,9234.92,52112,61665.4,79.16
2529,149589.4,39.2,9234.92,52112,61665.4,79.16
2530,149589.4,39.2,9234.92,52112,61665.4,79.16
2533,74787.6050858,19.6002728,4616.976245465,26055.31907415,30832.01092425,39.57909976
2534,149589.4,39.2,9234.92,52112,61665.4,79.16
2535,33661.03401704,21.18159264,1812.831656442,22108.24592102,26837.6958409,34.360744288
2536,55802.63838944,20.90005916,3213.70725464,24742.2714054,28758.71193012,36.2996056
2537,111614.2,41.8,6427.98,49485.6,57518.2,72.6
2538,66364.6,42.4,3560.38,44124.6,53582.4,68.6
2539,33202.62385784,21.19973051,1781.47798254,22064.70789315,26792.96776457,34.3017966
2540,65767.650423,42.018612,3528.3543819,43727.699223,53100.426312,67.982943
2541,66364.6,42.4,3560.38,44124.6,53582.4,68.6
2545,111614.2,41.8,6427.98,49485.6,57518.2,72.6
2546,111614.2,41.8,6427.98,49485.6,57518.2,72.6
2548,111614.2,41.8,6427.98,49485.6,57518.2,72.6
2549,111614.2,41.8,6427.98,49485.6,57518.2,72.6
2550,111614.2,41.8,6427.98,49485.6,57518.2,72.6
2551,111614.2,41.8,6427.98,49485.6,57518.2,72.6
2555,97772.4709998,18.584338,5463.36165882,25142.399279,27913.436847,41.67240958
2556,197753.4,37,10965.2,49847,55332.4,83.36
2557,197753.4,37,10965.2,49847,55332.4,83.36
2558,147642.8,38,8887.54,54137.8,60107.4,85.94
